Date;Time;T;U;WW;c
17.09.2019 0:00;21:00;8,5;88;Состояние неба в общем не изменилось. ;100%.
17.09.2019 0:00;18:00;9,6;76;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;100%.
17.09.2019 0:00;15:00;10,8;72;Состояние неба в общем не изменилось. ;90  или более, но не 100%
17.09.2019 0:00;12:00;9;83;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
17.09.2019 0:00;9:00;7,7;84; ;100%.
17.09.2019 0:00;6:00;6,7;86; ;70 – 80%.
17.09.2019 0:00;3:00;7,4;82;Состояние неба в общем не изменилось. ;70 – 80%.
17.09.2019 0:00;0:00;8,5;79;Состояние неба в общем не изменилось. ;90  или более, но не 100%
18.09.2019 0:00;21:00;7,8;67; ;50%.
18.09.2019 0:00;18:00;10,1;57; ;60%.
18.09.2019 0:00;15:00;10,8;61;Состояние неба в общем не изменилось. ;70 – 80%.
18.09.2019 0:00;12:00;10,5;61;Состояние неба в общем не изменилось. ;90  или более, но не 100%
18.09.2019 0:00;9:00;8;90;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
18.09.2019 0:00;6:00;6,4;90; ;70 – 80%.
18.09.2019 0:00;3:00;7,4;91; ;70 – 80%.
18.09.2019 0:00;0:00;8,1;91; ;100%.
19.09.2019 0:00;21:00;8,4;58; ;60%.
19.09.2019 0:00;18:00;9,6;51; ;70 – 80%.
19.09.2019 0:00;15:00;10;49; ;70 – 80%.
19.09.2019 0:00;12:00;9,3;56; ;60%.
19.09.2019 0:00;9:00;7,4;63; ;Облаков нет.
19.09.2019 0:00;6:00;4,5;77; ;20–30%.
19.09.2019 0:00;3:00;4,1;84; ;50%.
19.09.2019 0:00;0:00;4,8;79; ;50%.
20.09.2019 0:00;21:00;7,6;67;Состояние неба в общем не изменилось. ;20–30%.
20.09.2019 0:00;18:00;9,8;47; ;60%.
20.09.2019 0:00;15:00;10,8;48;Дождь (незамерзающий) неливневый. ;60%.
20.09.2019 0:00;12:00;9,5;57; ;10%  или менее, но не 0
20.09.2019 0:00;9:00;4,8;83;Состояние неба в общем не изменилось. ;10%  или менее, но не 0
20.09.2019 0:00;6:00;4,5;87;Состояние неба в общем не изменилось. ;100%.
20.09.2019 0:00;3:00;6,2;81;Состояние неба в общем не изменилось. ;100%.
20.09.2019 0:00;0:00;7,3;66; ;60%.
21.09.2019 0:00;21:00;6,8;85;Состояние неба в общем не изменилось. ;100%.
21.09.2019 0:00;18:00;7,5;84;Дождь (незамерзающий) неливневый. ;100%.
21.09.2019 0:00;15:00;8,2;79;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
21.09.2019 0:00;12:00;7,8;80;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
21.09.2019 0:00;9:00;6,3;81;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
21.09.2019 0:00;6:00;6,7;78; ;90  или более, но не 100%
21.09.2019 0:00;3:00;5,9;79; ;20–30%.
21.09.2019 0:00;0:00;6,4;76; ;20–30%.
22.09.2019 0:00;21:00;4,8;68;Состояние неба в общем не изменилось. ;60%.
22.09.2019 0:00;18:00;5,7;74;Ливневый(ые) дождь(и). ;60%.
22.09.2019 0:00;15:00;8,1;53; ;90  или более, но не 100%
22.09.2019 0:00;12:00;6,8;61; ;90  или более, но не 100%
22.09.2019 0:00;9:00;5;80; ;20–30%.
22.09.2019 0:00;6:00;3,5;87; ;Облаков нет.
22.09.2019 0:00;3:00;5,2;80; ;70 – 80%.
22.09.2019 0:00;0:00;6,5;80; ;70 – 80%.
23.09.2019 0:00;21:00;5,2;62; ;20–30%.
23.09.2019 0:00;18:00;7,4;56; ;90  или более, но не 100%
23.09.2019 0:00;15:00;8;52; ;70 – 80%.
23.09.2019 0:00;12:00;7,7;58; ;40%.
23.09.2019 0:00;9:00;3,1;82; ;Облаков нет.
23.09.2019 0:00;6:00;1,2;88; ;Облаков нет.
23.09.2019 0:00;3:00;1,6;85; ;Облаков нет.
23.09.2019 0:00;0:00;2,7;79; ;Облаков нет.
24.09.2019 0:00;21:00;4,4;66; ;90  или более, но не 100%
24.09.2019 0:00;18:00;7;48; ;100%.
24.09.2019 0:00;15:00;7,1;47; ;90  или более, но не 100%
24.09.2019 0:00;12:00;6,5;48; ;70 – 80%.
24.09.2019 0:00;9:00;4,3;66; ;90  или более, но не 100%
24.09.2019 0:00;6:00;1,8;75; ;Облаков нет.
24.09.2019 0:00;3:00;3,2;70; ;20–30%.
24.09.2019 0:00;0:00;4,3;64; ;20–30%.
25.09.2019 0:00;21:00;5,1;81; ;60%.
25.09.2019 0:00;18:00;6,4;76; ;70 – 80%.
25.09.2019 0:00;15:00;6,5;71; ;70 – 80%.
25.09.2019 0:00;12:00;7;68; ;90  или более, но не 100%
25.09.2019 0:00;9:00;5,4;70; ;90  или более, но не 100%
25.09.2019 0:00;6:00;5,1;76; ;90  или более, но не 100%
25.09.2019 0:00;3:00;4,3;79; ;90  или более, но не 100%
25.09.2019 0:00;0:00;4,3;72; ;90  или более, но не 100%
26.09.2019 0:00;21:00;9,3;66;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
26.09.2019 0:00;18:00;9,7;68; ;100%.
26.09.2019 0:00;15:00;9,8;68; ;100%.
26.09.2019 0:00;12:00;8,5;67; ;100%.
26.09.2019 0:00;9:00;6,6;81; ;90  или более, но не 100%
26.09.2019 0:00;6:00;4,9;86; ;70 – 80%.
26.09.2019 0:00;3:00;3,3;91; ;100%.
26.09.2019 0:00;0:00;4,1;91; ;60%.
27.09.2019 0:00;21:00;9,3;80; ;90  или более, но не 100%
27.09.2019 0:00;18:00;9,5;76; ;100%.
27.09.2019 0:00;15:00;10,2;81;Состояние неба в общем не изменилось. ;100%.
27.09.2019 0:00;12:00;10,2;79;Состояние неба в общем не изменилось. ;100%.
27.09.2019 0:00;9:00;8,6;81; ;90  или более, но не 100%
27.09.2019 0:00;6:00;7,8;81; ;70 – 80%.
27.09.2019 0:00;3:00;8,4;75;Состояние неба в общем не изменилось. ;70 – 80%.
27.09.2019 0:00;0:00;8,8;75;Состояние неба в общем не изменилось. ;70 – 80%.
28.09.2019 0:00;21:00;10,7;77; ;60%.
28.09.2019 0:00;18:00;11,9;68; ;70 – 80%.
28.09.2019 0:00;15:00;12,1;69; ;100%.
28.09.2019 0:00;12:00;9,9;79; ;100%.
28.09.2019 0:00;9:00;8,6;82; ;100%.
28.09.2019 0:00;6:00;8,2;83; ;100%.
28.09.2019 0:00;3:00;8,1;86; ;100%.
28.09.2019 0:00;0:00;8,8;84; ;90  или более, но не 100%
29.09.2019 0:00;21:00;9,5;89;Состояние неба в общем не изменилось. ;100%.
29.09.2019 0:00;18:00;9,2;88;Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ;100%.
29.09.2019 0:00;15:00;10,5;77;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
29.09.2019 0:00;12:00;11,4;65; ;100%.
29.09.2019 0:00;9:00;8;81; ;90  или более, но не 100%
29.09.2019 0:00;6:00;6,7;86; ;20–30%.
29.09.2019 0:00;3:00;8,3;83; ;70 – 80%.
29.09.2019 0:00;0:00;10,1;78; ;60%.
30.09.2019 0:00;21:00;12,3;85;Состояние неба в общем не изменилось. ;100%.
30.09.2019 0:00;18:00;12,7;81;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
30.09.2019 0:00;15:00;13,4;73;Ливневый(ые) дождь(и). ;100%.
30.09.2019 0:00;12:00;12,7;76; ;100%.
30.09.2019 0:00;9:00;11,8;81;Состояние неба в общем не изменилось. ;90  или более, но не 100%
30.09.2019 0:00;6:00;11,1;88;Дождь (незамерзающий) неливневый. ;100%.
30.09.2019 0:00;3:00;10,9;88;Состояние неба в общем не изменилось. ;100%.
30.09.2019 0:00;0:00;10,1;89;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;100%.
01.10.2019 0:00;21:00;6,7;74;Состояние неба в общем не изменилось. ;40%.
01.10.2019 0:00;18:00;9,9;61;Состояние неба в общем не изменилось. ;60%.
01.10.2019 0:00;15:00;9,9;70;Состояние неба в общем не изменилось. ;60%.
01.10.2019 0:00;12:00;9,6;81;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
01.10.2019 0:00;9:00;11,7;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
01.10.2019 0:00;6:00;11,2;90;Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ;100%.
01.10.2019 0:00;3:00;11,6;86; ;100%.
01.10.2019 0:00;0:00;12;86; ;100%.
02.10.2019 0:00;21:00;6,1;83;Состояние неба в общем не изменилось. ;60%.
02.10.2019 0:00;18:00;8;82;Дождь (незамерзающий) неливневый. ;90  или более, но не 100%
02.10.2019 0:00;15:00;8,8;72;Состояние неба в общем не изменилось. ;100%.
02.10.2019 0:00;12:00;10,2;71; ;100%.
02.10.2019 0:00;9:00;7,7;81;Состояние неба в общем не изменилось. ;100%.
02.10.2019 0:00;6:00;6,1;80;Состояние неба в общем не изменилось. ;60%.
02.10.2019 0:00;3:00;6,9;77; ;40%.
02.10.2019 0:00;0:00;7,7;75; ;70 – 80%.
03.10.2019 0:00;21:00;4,6;87;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
03.10.2019 0:00;18:00;5,5;86;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
03.10.2019 0:00;15:00;5,8;85;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
03.10.2019 0:00;12:00;6;84;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
03.10.2019 0:00;9:00;5,6;85;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
03.10.2019 0:00;6:00;5,6;84;Состояние неба в общем не изменилось. ;100%.
03.10.2019 0:00;3:00;4,7;87; ;70 – 80%.
03.10.2019 0:00;0:00;5,5;81; ;90  или более, но не 100%
04.10.2019 0:00;21:00;1,6;85; ;50%.
04.10.2019 0:00;18:00;3,2;76; ;90  или более, но не 100%
04.10.2019 0:00;15:00;4,7;73;Состояние неба в общем не изменилось. ;100%.
04.10.2019 0:00;12:00;4,4;78;Состояние неба в общем не изменилось. ;100%.
04.10.2019 0:00;9:00;3,1;88;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
04.10.2019 0:00;6:00;3,2;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
04.10.2019 0:00;3:00;3,6;89;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
04.10.2019 0:00;0:00;4,2;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
05.10.2019 0:00;21:00;1,2;87;Состояние неба в общем не изменилось. ;Облаков нет.
05.10.2019 0:00;18:00;3,2;77;Состояние неба в общем не изменилось. ;70 – 80%.
05.10.2019 0:00;15:00;3,8;77; ;90  или более, но не 100%
05.10.2019 0:00;12:00;3,5;71; ;100%.
05.10.2019 0:00;9:00;2,4;80; ;90  или более, но не 100%
05.10.2019 0:00;6:00;1,4;85; ;90  или более, но не 100%
05.10.2019 0:00;3:00;1,7;82; ;100%.
05.10.2019 0:00;0:00;1,8;82; ;90  или более, но не 100%
06.10.2019 0:00;21:00;3,4;72; ;100%.
06.10.2019 0:00;18:00;3,9;68; ;100%.
06.10.2019 0:00;15:00;4,5;68; ;100%.
06.10.2019 0:00;12:00;4;71; ;90  или более, но не 100%
06.10.2019 0:00;9:00;0;92; ;70 – 80%.
06.10.2019 0:00;6:00;-1,7;92; ;Облаков нет.
06.10.2019 0:00;3:00;-0,9;92; ;10%  или менее, но не 0
06.10.2019 0:00;0:00;0,3;88; ;Облаков нет.
07.10.2019 0:00;21:00;2,7;80; ;90  или более, но не 100%
07.10.2019 0:00;18:00;3,2;78; ;100%.
07.10.2019 0:00;15:00;4,2;74;Ливневый град, или дождь и град. ;100%.
07.10.2019 0:00;12:00;4,7;62; ;90  или более, но не 100%
07.10.2019 0:00;9:00;2,2;89; ;70 – 80%.
07.10.2019 0:00;6:00;0,8;89; ;70 – 80%.
07.10.2019 0:00;3:00;1,7;86; ;100%.
07.10.2019 0:00;0:00;2,8;76; ;90  или более, но не 100%
08.10.2019 0:00;21:00;4,8;71; ;100%.
08.10.2019 0:00;18:00;5,7;63; ;90  или более, но не 100%
08.10.2019 0:00;15:00;6,2;48; ;90  или более, но не 100%
08.10.2019 0:00;12:00;5;57; ;70 – 80%.
08.10.2019 0:00;9:00;1,7;68; ;40%.
08.10.2019 0:00;6:00;0,3;74; ;70 – 80%.
08.10.2019 0:00;3:00;2,6;67; ;90  или более, но не 100%
08.10.2019 0:00;0:00;2,7;70; ;90  или более, но не 100%
09.10.2019 0:00;21:00;5,7;83;Состояние неба в общем не изменилось. ;70 – 80%.
09.10.2019 0:00;18:00;6,3;82;Состояние неба в общем не изменилось. ;100%.
09.10.2019 0:00;15:00;6,7;78; ;100%.
09.10.2019 0:00;12:00;6,1;79; ;100%.
09.10.2019 0:00;9:00;5,4;83;Дождь (незамерзающий) неливневый. ;100%.
09.10.2019 0:00;6:00;5,3;82; ;100%.
09.10.2019 0:00;3:00;5,2;81;Состояние неба в общем не изменилось. ;100%.
09.10.2019 0:00;0:00;4,6;80;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
10.10.2019 0:00;21:00;7,8;84; ;100%.
10.10.2019 0:00;18:00;7,9;82; ;100%.
10.10.2019 0:00;15:00;7,9;81; ;100%.
10.10.2019 0:00;12:00;6,7;82; ;100%.
10.10.2019 0:00;9:00;5,7;83;Состояние неба в общем не изменилось. ;100%.
10.10.2019 0:00;6:00;5,3;84;Состояние неба в общем не изменилось. ;100%.
10.10.2019 0:00;3:00;5,7;85;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
10.10.2019 0:00;0:00;5,8;87;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
11.10.2019 0:00;21:00;10,4;78;Дождь (незамерзающий) неливневый. ;70 – 80%.
11.10.2019 0:00;18:00;10,8;74;Состояние неба в общем не изменилось. ;90  или более, но не 100%
11.10.2019 0:00;15:00;10,5;77;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
11.10.2019 0:00;12:00;9,7;81;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
11.10.2019 0:00;9:00;8,4;87;Дымка. ;100%.
11.10.2019 0:00;6:00;7,1;90;Дымка. ;100%.
11.10.2019 0:00;3:00;7,7;86;Состояние неба в общем не изменилось. ;100%.
11.10.2019 0:00;0:00;7,5;87;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
12.10.2019 0:00;21:00;9,2;77;Состояние неба в общем не изменилось. ;90  или более, но не 100%
12.10.2019 0:00;18:00;9,8;83;Состояние неба в общем не изменилось. ;100%.
12.10.2019 0:00;15:00;10,7;82;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
12.10.2019 0:00;12:00;10,5;87;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
12.10.2019 0:00;9:00;9,8;88;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
12.10.2019 0:00;6:00;10,1;85;Облака в целом рассеиваются или становятся менее развитыми. ;100%.
12.10.2019 0:00;3:00;9,8;83; ;100%.
12.10.2019 0:00;0:00;9,9;85;Состояние неба в общем не изменилось. ;90  или более, но не 100%
13.10.2019 0:00;21:00;9,6;83;Состояние неба в общем не изменилось. ;90  или более, но не 100%
13.10.2019 0:00;18:00;10,1;82;Дождь (незамерзающий) неливневый. ;100%.
13.10.2019 0:00;15:00;11,3;78;Состояние неба в общем не изменилось. ;90  или более, но не 100%
13.10.2019 0:00;12:00;10,2;85;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
13.10.2019 0:00;9:00;8,9;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
13.10.2019 0:00;6:00;8,7;85; ;90  или более, но не 100%
13.10.2019 0:00;3:00;8,6;82; ;70 – 80%.
13.10.2019 0:00;0:00;8,4;76; ;70 – 80%.
14.10.2019 0:00;21:00;5,6;84;Состояние неба в общем не изменилось. ;100%.
14.10.2019 0:00;18:00;5,8;88;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
14.10.2019 0:00;15:00;6,5;87;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
14.10.2019 0:00;12:00;6,7;81;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
14.10.2019 0:00;9:00;6;77; ;100%.
14.10.2019 0:00;6:00;3,9;83; ;70 – 80%.
14.10.2019 0:00;3:00;5,4;82; ;90  или более, но не 100%
14.10.2019 0:00;0:00;7,5;76; ;90  или более, но не 100%
15.10.2019 0:00;21:00;5,1;65; ;100%.
15.10.2019 0:00;18:00;4,6;68; ;70 – 80%.
15.10.2019 0:00;15:00;6,4;63; ;70 – 80%.
15.10.2019 0:00;12:00;5,8;58; ;20–30%.
15.10.2019 0:00;9:00;1,6;83; ;Облаков нет.
15.10.2019 0:00;6:00;2,7;79; ;70 – 80%.
15.10.2019 0:00;3:00;4,4;83; ;100%.
15.10.2019 0:00;0:00;4,6;88; ;70 – 80%.
16.10.2019 0:00;21:00;6;77; ;90  или более, но не 100%
16.10.2019 0:00;18:00;5,8;77; ;100%.
16.10.2019 0:00;15:00;5,6;74; ;100%.
16.10.2019 0:00;12:00;4,6;76; ;100%.
16.10.2019 0:00;9:00;3,6;78;Состояние неба в общем не изменилось. ;70 – 80%.
16.10.2019 0:00;6:00;3,4;78;Дождь (незамерзающий) неливневый. ;100%.
16.10.2019 0:00;3:00;4,4;67;Дождь (незамерзающий) неливневый. ;100%.
16.10.2019 0:00;0:00;4,6;68; ;100%.
17.10.2019 0:00;21:00;4,8;88;Состояние неба в общем не изменилось. ;100%.
17.10.2019 0:00;18:00;4,9;88;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
17.10.2019 0:00;15:00;5,2;85;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
17.10.2019 0:00;12:00;5,5;82; ;100%.
17.10.2019 0:00;9:00;5,5;84; ;100%.
17.10.2019 0:00;6:00;5,8;85; ;100%.
17.10.2019 0:00;3:00;5,9;83; ;100%.
17.10.2019 0:00;0:00;5,9;79; ;100%.
18.10.2019 0:00;21:00;7;88;Состояние неба в общем не изменилось. ;100%.
18.10.2019 0:00;18:00;6,8;90;Состояние неба в общем не изменилось. ;100%.
18.10.2019 0:00;15:00;7,2;90;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
18.10.2019 0:00;12:00;5,8;89;Состояние неба в общем не изменилось. ;100%.
18.10.2019 0:00;9:00;5;91;Замерзающая морось или замерзающий дождь неливневые. ;100%.
18.10.2019 0:00;6:00;4,7;89;Дымка. ;100%.
18.10.2019 0:00;3:00;4,6;89; ;100%.
18.10.2019 0:00;0:00;4,5;89; ;100%.
19.10.2019 0:00;21:00;12,6;80;Состояние неба в общем не изменилось. ;90  или более, но не 100%
19.10.2019 0:00;18:00;13,2;81;Состояние неба в общем не изменилось. ;100%.
19.10.2019 0:00;15:00;13,5;80;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
19.10.2019 0:00;12:00;12,1;85;Состояние неба в общем не изменилось. ;90  или более, но не 100%
19.10.2019 0:00;9:00;11;90;Состояние неба в общем не изменилось. ;100%.
19.10.2019 0:00;6:00;10,1;91;Состояние неба в общем не изменилось. ;100%.
19.10.2019 0:00;3:00;8,7;90;Состояние неба в общем не изменилось. ;100%.
19.10.2019 0:00;0:00;7,4;90; ;100%.
20.10.2019 0:00;21:00;10,5;77; ;70 – 80%.
20.10.2019 0:00;18:00;10,9;77; ;60%.
20.10.2019 0:00;15:00;11,8;73; ;70 – 80%.
20.10.2019 0:00;12:00;10,7;78; ;70 – 80%.
20.10.2019 0:00;9:00;9;83; ;70 – 80%.
20.10.2019 0:00;6:00;9;84;Дымка. ;60%.
20.10.2019 0:00;3:00;9;85;Дымка. ;40%.
20.10.2019 0:00;0:00;10,5;82; ;20–30%.
21.10.2019 0:00;21:00;5,4;78; ;100%.
21.10.2019 0:00;18:00;5,6;82; ;100%.
21.10.2019 0:00;15:00;7,8;82;Состояние неба в общем не изменилось. ;100%.
21.10.2019 0:00;12:00;10;87;Морось (незамерзающая) или снежные зерна неливневые. ;100%.
21.10.2019 0:00;9:00;10;83;Состояние неба в общем не изменилось. ;100%.
21.10.2019 0:00;6:00;10;87; ;100%.
21.10.2019 0:00;3:00;11;90;Состояние неба в общем не изменилось. ;100%.
21.10.2019 0:00;0:00;8,5;90;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
22.10.2019 0:00;21:00;11,4;76;Состояние неба в общем не изменилось. ;90  или более, но не 100%
22.10.2019 0:00;18:00;9,8;86;Состояние неба в общем не изменилось. ;100%.
22.10.2019 0:00;15:00;9;79;Состояние неба в общем не изменилось. ;100%.
22.10.2019 0:00;12:00;8,6;73;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
22.10.2019 0:00;9:00;6,5;86;Морось (незамерзающая) или снежные зерна неливневые. ;90  или более, но не 100%
22.10.2019 0:00;6:00;6,8;83; ;90  или более, но не 100%
22.10.2019 0:00;3:00;6,2;80; ;90  или более, но не 100%
22.10.2019 0:00;0:00;4,9;84; ;100%.
23.10.2019 0:00;21:00;9,1;86; ;100%.
23.10.2019 0:00;18:00;10;79; ;100%.
23.10.2019 0:00;15:00;10,9;72; ;60%.
23.10.2019 0:00;12:00;11,2;74; ;90  или более, но не 100%
23.10.2019 0:00;9:00;9,9;78; ;90  или более, но не 100%
23.10.2019 0:00;6:00;10,5;78; ;90  или более, но не 100%
23.10.2019 0:00;3:00;11,1;72;Состояние неба в общем не изменилось. ;100%.
23.10.2019 0:00;0:00;11,1;69;Состояние неба в общем не изменилось. ;100%.
24.10.2019 0:00;21:00;9,8;71; ;70 – 80%.
24.10.2019 0:00;18:00;10,7;66; ;60%.
24.10.2019 0:00;15:00;11,4;63;Состояние неба в общем не изменилось. ;90  или более, но не 100%
24.10.2019 0:00;12:00;10,2;82;Состояние неба в общем не изменилось. ;100%.
24.10.2019 0:00;9:00;9,8;86;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
24.10.2019 0:00;6:00;9,5;85; ;100%.
24.10.2019 0:00;3:00;9,5;82; ;70 – 80%.
24.10.2019 0:00;0:00;9,5;84; ;100%.
25.10.2019 0:00;21:00;12,5;75;Ливневый(ые) дождь(и). ;100%.
25.10.2019 0:00;18:00;13,2;63; ;100%.
25.10.2019 0:00;15:00;14,1;56; ;100%.
25.10.2019 0:00;12:00;10,7;68; ;70 – 80%.
25.10.2019 0:00;9:00;7,1;77; ;40%.
25.10.2019 0:00;6:00;8,1;75; ;40%.
25.10.2019 0:00;3:00;8,9;72; ;60%.
25.10.2019 0:00;0:00;9,5;69; ;60%.
26.10.2019 0:00;21:00;11,4;88;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
26.10.2019 0:00;18:00;9;88;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
26.10.2019 0:00;15:00;7,8;79;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
26.10.2019 0:00;12:00;9,9;63; ;100%.
26.10.2019 0:00;9:00;9,7;69;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
26.10.2019 0:00;6:00;10,1;75;Ливневый(ые) дождь(и). ;60%.
26.10.2019 0:00;3:00;11,6;66;Состояние неба в общем не изменилось. ;90  или более, но не 100%
26.10.2019 0:00;0:00;12,3;78;Дождь (незамерзающий) неливневый. ;100%.
27.10.2019 0:00;21:00;1;91;Снег непрерывный умеренный в срок наблюдения. ;100%.
27.10.2019 0:00;18:00;2,8;89;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;100%.
27.10.2019 0:00;15:00;5,1;85;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
27.10.2019 0:00;12:00;5,9;74; ;100%.
27.10.2019 0:00;9:00;6;77; ;100%.
27.10.2019 0:00;6:00;6,3;78; ;90  или более, но не 100%
27.10.2019 0:00;3:00;6,1;77;Состояние неба в общем не изменилось. ;60%.
27.10.2019 0:00;0:00;7,7;86;Состояние неба в общем не изменилось. ;90  или более, но не 100%
28.10.2019 0:00;21:00;2,2;60; ;90  или более, но не 100%
28.10.2019 0:00;18:00;1,7;64; ;60%.
28.10.2019 0:00;15:00;3;54; ;70 – 80%.
28.10.2019 0:00;12:00;2,6;64; ;60%.
28.10.2019 0:00;9:00;-0,6;80; ;60%.
28.10.2019 0:00;6:00;0;81; ;70 – 80%.
28.10.2019 0:00;3:00;0,9;88;Дождь (незамерзающий) неливневый. ;100%.
28.10.2019 0:00;0:00;1,5;89;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
29.10.2019 0:00;21:00;-1;79;Состояние неба в общем не изменилось. ;70 – 80%.
29.10.2019 0:00;18:00;-1;77; ;90  или более, но не 100%
29.10.2019 0:00;15:00;0,5;71; ;70 – 80%.
29.10.2019 0:00;12:00;0,1;82; ;60%.
29.10.2019 0:00;9:00;-1,1;90;Состояние неба в общем не изменилось. ;100%.
29.10.2019 0:00;6:00;0,2;92;Снег непрерывный слабый в срок наблюдения. ;100%.
29.10.2019 0:00;3:00;0,1;88;Снег непрерывный слабый в срок наблюдения. ;100%.
29.10.2019 0:00;0:00;1,6;63; ;70 – 80%.
30.10.2019 0:00;21:00;-2,2;67; ;90  или более, но не 100%
30.10.2019 0:00;18:00;-2;72; ;90  или более, но не 100%
30.10.2019 0:00;15:00;-1;66; ;40%.
30.10.2019 0:00;12:00;-0,9;67; ;20–30%.
30.10.2019 0:00;9:00;-3,8;78; ;20–30%.
30.10.2019 0:00;6:00;-2,6;78; ;70 – 80%.
30.10.2019 0:00;3:00;-1,9;80; ;40%.
30.10.2019 0:00;0:00;-1,8;78; ;70 – 80%.
31.10.2019 0:00;21:00;2,3;87;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;100%.
31.10.2019 0:00;18:00;2,2;84; ;100%.
31.10.2019 0:00;15:00;1,9;83;Состояние неба в общем не изменилось. ;100%.
31.10.2019 0:00;12:00;1,4;73; ;100%.
31.10.2019 0:00;9:00;-0,4;72; ;100%.
31.10.2019 0:00;6:00;-2,5;80; ;70 – 80%.
31.10.2019 0:00;3:00;-2,2;75; ;20–30%.
31.10.2019 0:00;0:00;-2;66; ;90  или более, но не 100%
01.11.2019 0:00;21:00;0,4;66; ;100%.
01.11.2019 0:00;18:00;0,6;66; ;100%.
01.11.2019 0:00;15:00;1,1;75;Состояние неба в общем не изменилось. ;100%.
01.11.2019 0:00;12:00;2,6;74;Состояние неба в общем не изменилось. ;100%.
01.11.2019 0:00;9:00;2,3;76; ;100%.
01.11.2019 0:00;6:00;3,5;67; ;90  или более, но не 100%
01.11.2019 0:00;3:00;2,6;83;Состояние неба в общем не изменилось. ;90  или более, но не 100%
01.11.2019 0:00;0:00;3;88;Состояние неба в общем не изменилось. ;90  или более, но не 100%
02.11.2019 0:00;21:00;3,5;81;Состояние неба в общем не изменилось. ;90  или более, но не 100%
02.11.2019 0:00;18:00;1,8;88;Состояние неба в общем не изменилось. ;100%.
02.11.2019 0:00;15:00;2,3;77; ;100%.
02.11.2019 0:00;12:00;2,1;70; ;90  или более, но не 100%
02.11.2019 0:00;9:00;0,4;74; ;90  или более, но не 100%
02.11.2019 0:00;6:00;0,4;73; ;90  или более, но не 100%
02.11.2019 0:00;3:00;0,8;61; ;90  или более, но не 100%
02.11.2019 0:00;0:00;0,5;63; ;100%.
